ID file_name x_pos z_pos brush_orien young density root_radius radii_diff 
161 'EXP_60_28_C001H001S0001' 36.6 83.5 1.570796325 2700000.0 1700.0 0.0011 0.0004
162 'EXP_60_29_C001H001S0001' 36.6 83.5 1.570796325 2700000.0 1700.0 0.001 0.0005
163 'EXP_60_29_C001H001S0001' 36.6 83.5 1.570796325 1600000.0 1700.0 0.001 0.0005
164 'EXP_60_29_C001H001S0001' 36.6 83.5 1.570796325 3800000.0 1700.0 0.001 0.0005
165 'EXP_60_29_C001H001S0001' 36.6 83.5 1.570796325 2700000.0 1100 0.001 0.0005
166 'EXP_60_29_C001H001S0001' 36.6 83.5 1.570796325 2700000.0 2300 0.001 0.0005
167 'EXP_60_29_C001H001S0001' 36.6 83.5 1.570796325 2700000.0 1700.0 0.0009 0.0006
168 'EXP_60_29_C001H001S0001' 36.6 83.5 1.570796325 2700000.0 1700.0 0.0011 0.0004
169 'EXP_60_30_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.001 0.0005
170 'EXP_60_30_C001H001S0001' 34.6 83.5 1.570796325 1600000.0 1700.0 0.001 0.0005
171 'EXP_60_30_C001H001S0001' 34.6 83.5 1.570796325 3800000.0 1700.0 0.001 0.0005
172 'EXP_60_30_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1100 0.001 0.0005
173 'EXP_60_30_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 2300 0.001 0.0005
174 'EXP_60_30_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.0009 0.0006
175 'EXP_60_30_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.0011 0.0004
176 'EXP_60_31_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.001 0.0005
177 'EXP_60_31_C001H001S0001' 34.6 83.5 1.570796325 1600000.0 1700.0 0.001 0.0005
178 'EXP_60_31_C001H001S0001' 34.6 83.5 1.570796325 3800000.0 1700.0 0.001 0.0005
179 'EXP_60_31_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1100 0.001 0.0005
180 'EXP_60_31_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 2300 0.001 0.0005
181 'EXP_60_31_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.0009 0.0006
182 'EXP_60_31_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.0011 0.0004
183 'EXP_60_32_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.001 0.0005
184 'EXP_60_32_C001H001S0001' 34.6 83.5 1.570796325 1600000.0 1700.0 0.001 0.0005
185 'EXP_60_32_C001H001S0001' 34.6 83.5 1.570796325 3800000.0 1700.0 0.001 0.0005
186 'EXP_60_32_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1100 0.001 0.0005
187 'EXP_60_32_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 2300 0.001 0.0005
188 'EXP_60_32_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.0009 0.0006
189 'EXP_60_32_C001H001S0001' 34.6 83.5 1.570796325 2700000.0 1700.0 0.0011 0.0004
190 'EXP_60_33_C001H001S0001' 32.6 83.5 1.570796325 2700000.0 1700.0 0.001 0.0005
191 'EXP_60_33_C001H001S0001' 32.6 83.5 1.570796325 1600000.0 1700.0 0.001 0.0005
192 'EXP_60_33_C001H001S0001' 32.6 83.5 1.570796325 3800000.0 1700.0 0.001 0.0005
